	canvas	id	label	entityId	creator	title
1395	https://github.com/n1kg0r/ds-project-dhdk/Canvas_456	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p185	BO0451_CAM6537_0185_p.97.jpg	entity-186		
1404	https://github.com/n1kg0r/ds-project-dhdk/Canvas_422	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p151	BO0451_CAM6537_0151_p.71.jpg	entity-152		
1413	https://github.com/n1kg0r/ds-project-dhdk/Canvas_293	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p22	BO0451_CAM6537_0022_p.XVIII.jpg	entity-23		
1422	https://github.com/n1kg0r/ds-project-dhdk/Canvas_293	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p22	c2v	entity-23		
1431	https://github.com/n1kg0r/ds-project-dhdk/Canvas_293	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p6	BO0451_CAM6537_0022_p.XVIII.jpg	entity-264		
1440	https://github.com/n1kg0r/ds-project-dhdk/Canvas_293	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p6	c2v	entity-264		
1449	https://github.com/n1kg0r/ds-project-dhdk/Canvas_335	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p64	BO0451_CAM6537_0064_p.10.jpg	entity-65		
1458	https://github.com/n1kg0r/ds-project-dhdk/Canvas_397	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p126	BO0451_CAM6537_0126_p.54.jpg	entity-127		
1467	https://github.com/n1kg0r/ds-project-dhdk/Canvas_396	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p125	BO0451_CAM6537_0125_p.53.jpg	entity-126		
1476	https://github.com/n1kg0r/ds-project-dhdk/Canvas_342	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p71	BO0451_CAM6537_0071_p.13.jpg	entity-72		
1485	https://github.com/n1kg0r/ds-project-dhdk/Canvas_417	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p146	BO0451_CAM6537_0146_np.jpg	entity-147		
1494	https://github.com/n1kg0r/ds-project-dhdk/Canvas_445	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p174	BO0451_CAM6537_0174_p.86.jpg	entity-175		
1503	https://github.com/n1kg0r/ds-project-dhdk/Canvas_394	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p123	BO0451_CAM6537_0123_p.51.jpg	entity-124		
1512	https://github.com/n1kg0r/ds-project-dhdk/Canvas_502	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p231	BO0451_CAM6537_0231_foglio di guardia.jpg	entity-232		
1521	https://github.com/n1kg0r/ds-project-dhdk/Canvas_395	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p124	BO0451_CAM6537_0124_p.52.jpg	entity-125		
1530	https://github.com/n1kg0r/ds-project-dhdk/Canvas_467	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p196	BO0451_CAM6537_0196_p.104.jpg	entity-197		
1539	https://github.com/n1kg0r/ds-project-dhdk/Canvas_331	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p60	BO0451_CAM6537_0060_p.6.jpg	entity-61		
1548	https://github.com/n1kg0r/ds-project-dhdk/Canvas_357	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p86	BO0451_CAM6537_0086_p.24.jpg	entity-87		
1557	https://github.com/n1kg0r/ds-project-dhdk/Canvas_346	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p75	BO0451_CAM6537_0075_p.17.jpg	entity-76		
1566	https://github.com/n1kg0r/ds-project-dhdk/Canvas_365	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p94	BO0451_CAM6537_0094_p.32.jpg	entity-95		
1575	https://github.com/n1kg0r/ds-project-dhdk/Canvas_494	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p223	BO0451_CAM6537_0223_p.127.jpg	entity-224		
1584	https://github.com/n1kg0r/ds-project-dhdk/Canvas_307	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p36	BO0451_CAM6537_0036_np.jpg	entity-37		
1593	https://github.com/n1kg0r/ds-project-dhdk/Canvas_415	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p144	BO0451_CAM6537_0144_p.68.jpg	entity-145		
1602	https://github.com/n1kg0r/ds-project-dhdk/Canvas_372	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p101	BO0451_CAM6537_0101_p.39.jpg	entity-102		
1611	https://github.com/n1kg0r/ds-project-dhdk/Canvas_298	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p27	BO0451_CAM6537_0027_p.XXIII.jpg	entity-28		
1620	https://github.com/n1kg0r/ds-project-dhdk/Canvas_298	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p27	c5r	entity-28		
1629	https://github.com/n1kg0r/ds-project-dhdk/Canvas_298	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p11	BO0451_CAM6537_0027_p.XXIII.jpg	entity-269		
1638	https://github.com/n1kg0r/ds-project-dhdk/Canvas_298	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p11	c5r	entity-269		
1647	https://github.com/n1kg0r/ds-project-dhdk/Canvas_376	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p105	BO0451_CAM6537_0105_p.43.jpg	entity-106		
1656	https://github.com/n1kg0r/ds-project-dhdk/Canvas_288	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p17	BO0451_CAM6537_0017_p.XIII.jpg	entity-18		
1665	https://github.com/n1kg0r/ds-project-dhdk/Canvas_288	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p17	r	entity-18		
1674	https://github.com/n1kg0r/ds-project-dhdk/Canvas_288	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p1	BO0451_CAM6537_0017_p.XIII.jpg	entity-259		
1683	https://github.com/n1kg0r/ds-project-dhdk/Canvas_288	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p1	r	entity-259		
1692	https://github.com/n1kg0r/ds-project-dhdk/Canvas_441	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p170	BO0451_CAM6537_0170_tavola verso.jpg	entity-171		
1701	https://github.com/n1kg0r/ds-project-dhdk/Canvas_487	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p216	BO0451_CAM6537_0216_p.120.jpg	entity-217		
1710	https://github.com/n1kg0r/ds-project-dhdk/Canvas_406	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p135	BO0451_CAM6537_0135_p.59.jpg	entity-136		
1719	https://github.com/n1kg0r/ds-project-dhdk/Canvas_449	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p178	BO0451_CAM6537_0178_p.90.jpg	entity-179		
1728	https://github.com/n1kg0r/ds-project-dhdk/Canvas_382	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p111	BO0451_CAM6537_0111_p.45.jpg	entity-112		
1737	https://github.com/n1kg0r/ds-project-dhdk/Canvas_297	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p26	BO0451_CAM6537_0026_p.XXII.jpg	entity-27		
1746	https://github.com/n1kg0r/ds-project-dhdk/Canvas_297	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p26	c4v	entity-27		
1755	https://github.com/n1kg0r/ds-project-dhdk/Canvas_297	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p10	BO0451_CAM6537_0026_p.XXII.jpg	entity-268		
1764	https://github.com/n1kg0r/ds-project-dhdk/Canvas_297	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p10	c4v	entity-268		
1773	https://github.com/n1kg0r/ds-project-dhdk/Canvas_410	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p139	BO0451_CAM6537_0139_p.63.jpg	entity-140		
1782	https://github.com/n1kg0r/ds-project-dhdk/Canvas_424	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p153	BO0451_CAM6537_0153_p.73.jpg	entity-154		
1791	https://github.com/n1kg0r/ds-project-dhdk/Canvas_498	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p227	BO0451_CAM6537_0227_foglio di guardia.jpg	entity-228		
1800	https://github.com/n1kg0r/ds-project-dhdk/Canvas_508	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p237	BO0451_CAM6537_0237_taglio concavo.jpg	entity-238		
1809	https://github.com/n1kg0r/ds-project-dhdk/Canvas_489	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p218	BO0451_CAM6537_0218_p.[122].jpg	entity-219		
1818	https://github.com/n1kg0r/ds-project-dhdk/Canvas_386	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p115	BO0451_CAM6537_0115_np.jpg	entity-116		
1827	https://github.com/n1kg0r/ds-project-dhdk/Canvas_483	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p212	BO0451_CAM6537_0212_p.116.jpg	entity-213		
1836	https://github.com/n1kg0r/ds-project-dhdk/Canvas_492	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p221	BO0451_CAM6537_0221_p.125.jpg	entity-222		
1845	https://github.com/n1kg0r/ds-project-dhdk/Canvas_320	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p49	BO0451_CAM6537_0049_p.XLI.jpg	entity-50		
1854	https://github.com/n1kg0r/ds-project-dhdk/Canvas_300	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p29	BO0451_CAM6537_0029_p.XXV.jpg	entity-30		
1863	https://github.com/n1kg0r/ds-project-dhdk/Canvas_300	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p29	r	entity-30		
1872	https://github.com/n1kg0r/ds-project-dhdk/Canvas_300	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p13	BO0451_CAM6537_0029_p.XXV.jpg	entity-271		
1881	https://github.com/n1kg0r/ds-project-dhdk/Canvas_300	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p13	r	entity-271		
1890	https://github.com/n1kg0r/ds-project-dhdk/Canvas_442	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p171	BO0451_CAM6537_0171_p.83.jpg	entity-172		
1899	https://github.com/n1kg0r/ds-project-dhdk/Canvas_281	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p10	c4v	entity-251		
1908	https://github.com/n1kg0r/ds-project-dhdk/Canvas_281	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p10	BO0451_CAM6537_0010_p.[VI].jpg	entity-251		
1917	https://github.com/n1kg0r/ds-project-dhdk/Canvas_286	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p15	BO0451_CAM6537_0015_p.XI.jpg	entity-16		
1926	https://github.com/n1kg0r/ds-project-dhdk/Canvas_286	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p15	colori	entity-16		
1935	https://github.com/n1kg0r/ds-project-dhdk/Canvas_286	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p15	BO0451_CAM6537_0015_p.XI.jpg	entity-256		
1944	https://github.com/n1kg0r/ds-project-dhdk/Canvas_286	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p15	colori	entity-256		
1953	https://github.com/n1kg0r/ds-project-dhdk/Canvas_366	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p95	BO0451_CAM6537_0095_p.33.jpg	entity-96		
1962	https://github.com/n1kg0r/ds-project-dhdk/Canvas_451	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p180	BO0451_CAM6537_0180_p.92.jpg	entity-181		
1971	https://github.com/n1kg0r/ds-project-dhdk/Canvas_470	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p199	BO0451_CAM6537_0199_p.107.jpg	entity-200		
1980	https://github.com/n1kg0r/ds-project-dhdk/Canvas_450	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p179	BO0451_CAM6537_0179_p.91.jpg	entity-180		
1989	https://github.com/n1kg0r/ds-project-dhdk/Canvas_411	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p140	BO0451_CAM6537_0140_p.64.jpg	entity-141		
1998	https://github.com/n1kg0r/ds-project-dhdk/Canvas_481	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p210	BO0451_CAM6537_0210_tavola verso.jpg	entity-211		
2007	https://github.com/n1kg0r/ds-project-dhdk/Canvas_437	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p166	BO0451_CAM6537_0166_p.82.jpg	entity-167		
2016	https://github.com/n1kg0r/ds-project-dhdk/Canvas_493	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p222	BO0451_CAM6537_0222_p.126.jpg	entity-223		
2025	https://github.com/n1kg0r/ds-project-dhdk/Canvas_479	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p208	BO0451_CAM6537_0208_np.jpg	entity-209		
2034	https://github.com/n1kg0r/ds-project-dhdk/Canvas_373	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p102	BO0451_CAM6537_0102_p.40.jpg	entity-103		
2043	https://github.com/n1kg0r/ds-project-dhdk/Canvas_491	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p220	BO0451_CAM6537_0220_p.124.jpg	entity-221		
2052	https://github.com/n1kg0r/ds-project-dhdk/Canvas_309	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p38	BO0451_CAM6537_0038_tavola verso.jpg	entity-39		
2061	https://github.com/n1kg0r/ds-project-dhdk/Canvas_507	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p236	BO0451_CAM6537_0236_taglio inferiore.jpg	entity-237		
2070	https://github.com/n1kg0r/ds-project-dhdk/Canvas_407	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p136	BO0451_CAM6537_0136_p.60.jpg	entity-137		
2079	https://github.com/n1kg0r/ds-project-dhdk/Canvas_408	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p137	BO0451_CAM6537_0137_p.61.jpg	entity-138		
2088	https://github.com/n1kg0r/ds-project-dhdk/Canvas_276	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p5	BO0451_CAM6537_0005_foglio di guardia.jpg	entity-6		
2097	https://github.com/n1kg0r/ds-project-dhdk/Canvas_276	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p5	c2r	entity-6		
2106	https://github.com/n1kg0r/ds-project-dhdk/Canvas_276	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p5	BO0451_CAM6537_0005_foglio di guardia.jpg	entity-246		
2115	https://github.com/n1kg0r/ds-project-dhdk/Canvas_276	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p5	c2r	entity-246		
2124	https://github.com/n1kg0r/ds-project-dhdk/Canvas_399	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p128	BO0451_CAM6537_0128_p.56.jpg	entity-129		
2133	https://github.com/n1kg0r/ds-project-dhdk/Canvas_393	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p122	BO0451_CAM6537_0122_p.50.jpg	entity-123		
2142	https://github.com/n1kg0r/ds-project-dhdk/Canvas_379	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p108	BO0451_CAM6537_0108_np.jpg	entity-109		
2151	https://github.com/n1kg0r/ds-project-dhdk/Canvas_317	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p46	BO0451_CAM6537_0046_p.XXXVIII.jpg	entity-47		
2160	https://github.com/n1kg0r/ds-project-dhdk/Canvas_435	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p164	BO0451_CAM6537_0164_p.80.jpg	entity-165		
2169	https://github.com/n1kg0r/ds-project-dhdk/Canvas_330	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p59	BO0451_CAM6537_0059_p.5.jpg	entity-60		
2178	https://github.com/n1kg0r/ds-project-dhdk/Canvas_388	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p117	BO0451_CAM6537_0117_tavola recto.jpg	entity-118		
2187	https://github.com/n1kg0r/ds-project-dhdk/Canvas_482	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p211	BO0451_CAM6537_0211_p.115.jpg	entity-212		
2196	https://github.com/n1kg0r/ds-project-dhdk/Canvas_370	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p99	BO0451_CAM6537_0099_p.37.jpg	entity-100		
2205	https://github.com/n1kg0r/ds-project-dhdk/Canvas_409	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p138	BO0451_CAM6537_0138_p.62.jpg	entity-139		
2214	https://github.com/n1kg0r/ds-project-dhdk/Canvas_490	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p219	BO0451_CAM6537_0219_p.123.jpg	entity-220		
2223	https://github.com/n1kg0r/ds-project-dhdk/Canvas_444	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p173	BO0451_CAM6537_0173_p.85.jpg	entity-174		
2232	https://github.com/n1kg0r/ds-project-dhdk/Canvas_505	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p234	BO0451_CAM6537_0234_piatto posteriore.jpg	entity-235		
2241	https://github.com/n1kg0r/ds-project-dhdk/Canvas_347	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p76	BO0451_CAM6537_0076_p.18.jpg	entity-77		
2250	https://github.com/n1kg0r/ds-project-dhdk/Canvas_354	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p83	BO0451_CAM6537_0083_tavola recto.jpg	entity-84		
2259	https://github.com/n1kg0r/ds-project-dhdk/Canvas_428	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p157	BO0451_CAM6537_0157_np.jpg	entity-158		
2268	https://github.com/n1kg0r/ds-project-dhdk/Canvas_429	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p158	BO0451_CAM6537_0158_np.jpg	entity-159		
2277	https://github.com/n1kg0r/ds-project-dhdk/Canvas_412	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p141	BO0451_CAM6537_0141_p.65.jpg	entity-142		
2286	https://github.com/n1kg0r/ds-project-dhdk/Canvas_306	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p35	BO0451_CAM6537_0035_np.jpg	entity-36		
2295	https://github.com/n1kg0r/ds-project-dhdk/Canvas_439	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p168	BO0451_CAM6537_0168_np.jpg	entity-169		
2304	https://github.com/n1kg0r/ds-project-dhdk/Canvas_285	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p14	BO0451_CAM6537_0014_p.X.jpg	entity-15		
2313	https://github.com/n1kg0r/ds-project-dhdk/Canvas_285	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p14	v	entity-15		
2322	https://github.com/n1kg0r/ds-project-dhdk/Canvas_285	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p14	BO0451_CAM6537_0014_p.X.jpg	entity-255		
2331	https://github.com/n1kg0r/ds-project-dhdk/Canvas_285	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p14	v	entity-255		
2340	https://github.com/n1kg0r/ds-project-dhdk/Canvas_345	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p74	BO0451_CAM6537_0074_p.16.jpg	entity-75		
2349	https://github.com/n1kg0r/ds-project-dhdk/Canvas_420	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p149	BO0451_CAM6537_0149_p.69.jpg	entity-150		
2358	https://github.com/n1kg0r/ds-project-dhdk/Canvas_341	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p70	BO0451_CAM6537_0070_p.12.jpg	entity-71		
2367	https://github.com/n1kg0r/ds-project-dhdk/Canvas_275	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p4	BO0451_CAM6537_0004_foglio di guardia.jpg	entity-5		
2376	https://github.com/n1kg0r/ds-project-dhdk/Canvas_275	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p4	c1v	entity-5		
2385	https://github.com/n1kg0r/ds-project-dhdk/Canvas_275	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p4	BO0451_CAM6537_0004_foglio di guardia.jpg	entity-245		
2394	https://github.com/n1kg0r/ds-project-dhdk/Canvas_275	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p4	c1v	entity-245		
2403	https://github.com/n1kg0r/ds-project-dhdk/Canvas_380	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p109	BO0451_CAM6537_0109_tavola recto.jpg	entity-110		
2412	https://github.com/n1kg0r/ds-project-dhdk/Canvas_509	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p238	BO0451_CAM6537_0238_taglio superiore.jpg	entity-239		
2421	https://github.com/n1kg0r/ds-project-dhdk/Canvas_359	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p88	BO0451_CAM6537_0088_p.26.jpg	entity-89		
2430	https://github.com/n1kg0r/ds-project-dhdk/Canvas_496	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p225	BO0451_CAM6537_0225_p.[129].jpg	entity-226		
2439	https://github.com/n1kg0r/ds-project-dhdk/Canvas_384	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p113	BO0451_CAM6537_0113_p.47.jpg	entity-114		
2448	https://github.com/n1kg0r/ds-project-dhdk/Canvas_273	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p2	BO0451_CAM6537_0002_contropiatto anteriore.jpg	entity-3		
2457	https://github.com/n1kg0r/ds-project-dhdk/Canvas_273	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p2	v	entity-3		
2466	https://github.com/n1kg0r/ds-project-dhdk/Canvas_273	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p2	BO0451_CAM6537_0002_contropiatto anteriore.jpg	entity-243		
2475	https://github.com/n1kg0r/ds-project-dhdk/Canvas_273	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p2	v	entity-243		
2484	https://github.com/n1kg0r/ds-project-dhdk/Canvas_332	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p61	BO0451_CAM6537_0061_p.7.jpg	entity-62		
2493	https://github.com/n1kg0r/ds-project-dhdk/Canvas_476	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p205	BO0451_CAM6537_0205_p.113.jpg	entity-206		
2502	https://github.com/n1kg0r/ds-project-dhdk/Canvas_326	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p55	BO0451_CAM6537_0055_p.1.jpg	entity-56		
2511	https://github.com/n1kg0r/ds-project-dhdk/Canvas_431	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p160	BO0451_CAM6537_0160_tavola verso.jpg	entity-161		
2520	https://github.com/n1kg0r/ds-project-dhdk/Canvas_318	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p47	BO0451_CAM6537_0047_p.XXXIX.jpg	entity-48		
2529	https://github.com/n1kg0r/ds-project-dhdk/Canvas_369	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p98	BO0451_CAM6537_0098_p.36.jpg	entity-99		
2538	https://github.com/n1kg0r/ds-project-dhdk/Canvas_434	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p163	BO0451_CAM6537_0163_p.79.jpg	entity-164		
2547	https://github.com/n1kg0r/ds-project-dhdk/Canvas_457	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p186	BO0451_CAM6537_0186_p.98.jpg	entity-187		
2556	https://github.com/n1kg0r/ds-project-dhdk/Canvas_323	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p52	BO0451_CAM6537_0052_np.jpg	entity-53		
2565	https://github.com/n1kg0r/ds-project-dhdk/Canvas_362	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p91	BO0451_CAM6537_0091_p.29.jpg	entity-92		
2574	https://github.com/n1kg0r/ds-project-dhdk/Canvas_421	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p150	BO0451_CAM6537_0150_p.70.jpg	entity-151		
2583	https://github.com/n1kg0r/ds-project-dhdk/Canvas_327	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p56	BO0451_CAM6537_0056_p.2.jpg	entity-57		
2592	https://github.com/n1kg0r/ds-project-dhdk/Canvas_398	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p127	BO0451_CAM6537_0127_p.55.jpg	entity-128		
2601	https://github.com/n1kg0r/ds-project-dhdk/Canvas_355	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p84	BO0451_CAM6537_0084_tavola verso.jpg	entity-85		
2610	https://github.com/n1kg0r/ds-project-dhdk/Canvas_477	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p206	BO0451_CAM6537_0206_p.114.jpg	entity-207		
2619	https://github.com/n1kg0r/ds-project-dhdk/Canvas_349	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p78	BO0451_CAM6537_0078_p.20.jpg	entity-79		
2628	https://github.com/n1kg0r/ds-project-dhdk/Canvas_319	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p48	BO0451_CAM6537_0048_p.XL.jpg	entity-49		
2637	https://github.com/n1kg0r/ds-project-dhdk/Canvas_471	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p200	BO0451_CAM6537_0200_p.108.jpg	entity-201		
2646	https://github.com/n1kg0r/ds-project-dhdk/Canvas_436	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p165	BO0451_CAM6537_0165_p.81.jpg	entity-166		
2655	https://github.com/n1kg0r/ds-project-dhdk/Canvas_283	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p12	BO0451_CAM6537_0012_p.VIII.jpg	entity-13		
2664	https://github.com/n1kg0r/ds-project-dhdk/Canvas_283	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p12	c5v	entity-13		
2673	https://github.com/n1kg0r/ds-project-dhdk/Canvas_283	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p12	BO0451_CAM6537_0012_p.VIII.jpg	entity-253		
2682	https://github.com/n1kg0r/ds-project-dhdk/Canvas_283	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p12	c5v	entity-253		
2691	https://github.com/n1kg0r/ds-project-dhdk/Canvas_466	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p195	BO0451_CAM6537_0195_p.103.jpg	entity-196		
2700	https://github.com/n1kg0r/ds-project-dhdk/Canvas_289	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p18	BO0451_CAM6537_0018_p.XIV.jpg	entity-19		
2709	https://github.com/n1kg0r/ds-project-dhdk/Canvas_289	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p18	v	entity-19		
2718	https://github.com/n1kg0r/ds-project-dhdk/Canvas_289	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p2	BO0451_CAM6537_0018_p.XIV.jpg	entity-260		
2727	https://github.com/n1kg0r/ds-project-dhdk/Canvas_289	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p2	v	entity-260		
2736	https://github.com/n1kg0r/ds-project-dhdk/Canvas_352	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p81	BO0451_CAM6537_0081_np.jpg	entity-82		
2745	https://github.com/n1kg0r/ds-project-dhdk/Canvas_325	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p54	BO0451_CAM6537_0054_tavola verso.jpg	entity-55		
2754	https://github.com/n1kg0r/ds-project-dhdk/Canvas_343	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p72	BO0451_CAM6537_0072_p.14.jpg	entity-73		
2763	https://github.com/n1kg0r/ds-project-dhdk/Canvas_468	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p197	BO0451_CAM6537_0197_p.105.jpg	entity-198		
2772	https://github.com/n1kg0r/ds-project-dhdk/Canvas_290	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p19	BO0451_CAM6537_0019_p.XV.jpg	entity-20		
